Timestamp	What is your gender?	What year are you?	What is your relationship status?	Are you currently sexually active?	How frequently do you have sex?	How often do you masturbate?	Where have you had sex?	How often do you have "one night stands"?	How frequently do you watch porn?	Have you ever cheated on someone?	Have you ever been cheated on?	Do you consider yourself a virgin?	Have you ever had sex while under the influence? (check all that apply)	What department does your major belong to?	What sexual orientation do you most identify with?	Which of the following sex toys have you used during sex?	Have you ever paid for sex?	Were you a virgin when you first arrived at Mines?	Who of the following have you had sex with?	How confident are you in your sexual abilities?	How would you rate other Mines students' sexual abilities based on previous sexual encounters?	What of these sexual activities have you done?	Do you own any sex toys and/or have you used them?	Have you ever faked an orgasm?	What is your most common method of contraception and/or STD protection?	On a scale of 1 to 5, how happy are you with your sex life?	Have you ever had an STD?	Do you currently have an STD?	When was the last time you were tested for  STDs?	Have you ever been paid for sex?	What do you consider to be "sex"?	Have you ever sincerely used the term RIBS (Ratio Induced Bitchiness Syndrome)?	Any Comments?	What is your GPA?	At what bar/brewery do you spend the most time?	What operating system do you run on your personal computer?	Where do you usually study?	How frequently do you talk to your parents?	Have you had an internship?	How frequently do you exercise?	Did you vote in the November election?	Are you in-state or out-of-state?	How many facebook friends do you have?	In the last year, how many books did you start and finish?	In the last 12 months, how many different individuals have you had sex with?
2/4/2015 15:42:32	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	A few times a week	An athletics field/stadium, A bedroom, A car, A fraternity house, A sorority house, A campus building, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Adderall, Alcohol	Chemical and Biological Engineering	Heterosexual	Blindfold	No	No	Another Mines student	4	2	Used props, Role play, Anal sex	I've never used them and I don't own any	No	Oral birth control	4	No	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex	Yes		3.1	Golden City Brewery	Mac OS	At your house/dorm/apartment	Once a week	Yes	Once a week	No	Out-of-State	500	1	1
2/4/2015 15:42:43	Male	Sophomore	In an open relationship	Yes	1-2 times per week	More than once a day	An athletics field/stadium, A fraternity house, A sorority house, A campus building, In Edgar Mine, The Library, The steam tunnels, The Ace-Hi Tavern	Once a year (or when the stars align...)	More than once a day	Yes	Yes	No	Acid, Adderall, Alcohol, Cocaine, DMT, Ecstasy, Mushrooms	Economics and Business	Heterosexual	Whip(s), Dildo, Vibrator, Cock Ring, Handcuffs, Anal Plug, Ice, Wax, Furry Suits	Yes	Yes	Another Mines student, A student from another college, Someone in your department, A roommate, A Golden bartender or waiter	5	1	Threesome (or more...), Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex	I own and use them	Yes	Orgasmic timing (or as the kids say, "pulling out")	5	Yes	Yes	Never	Yes	Anal sex	No		1.6	Cannonball Creek Brewery	Linux	At your house/dorm/apartment	Once a year	No	Almost never	No	Out-of-State	1000	None	9
2/4/2015 15:43:20	Male	Graduate Student	In a committed relationship	Yes	Once a day	Once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a day	Yes	Yes	No	Adderall, Alcohol, Cocaine, Ecstasy, Marijuana, Mushrooms, Prescription drugs (pain killers, etc)	Mechanical Engineering	Heterosexual	Vibrator, Cock Ring	No	No	Another Mines student, A student from another college, A Golden bartender or waiter	5	5	Made a sex tape	I own and use them	No	An intrauterine device (IUD)	5	No	No	Never	No	Oral sex, Vaginal sex	Yes		4	Golden City Brewery	Windows	Arthur Lakes Library	Once a week	No	More than once a week	Yes	In-State	200	None	3
2/4/2015 15:44:12	Male	Freshman	Single			More than once a day			More than once a day	No	No	Yes		Mining Engineering	Heterosexual					2			I've never used them and I don't own any			2	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		3.5	Golden City Brewery	Windows	At your house/dorm/apartment	Once a week	No	Almost never	No	Out-of-State	520	6-10	
2/4/2015 15:44:12	Male	Sophomore	Single	No	1-2 times per year (or when the stars align...)	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Mechanical Engineering	Heterosexual	Handcuffs, Blindfold	No	No	Another Mines student, A student from another college	4	2	Made a sex tape	I've never used them and I don't own any	No	Male condoms	1	No	No	Within the past year	No	Vaginal sex	Yes		3.1	none	Windows	Brown Building	Once a week	No	Almost never	No	Out-of-State	160	6-10	3
2/4/2015 15:44:20	Male	Senior	Single			A few times a week			A few times a month	No	No	Yes		Mechanical Engineering	Heterosexual					1			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		3.837		windows and linux	At your house/dorm/apartment	More than once a week	Yes	2-3 times per month	Yes	In-State	100	2-5	
2/4/2015 15:44:31	Male	Sophomore	Single			A few times a week			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					1			I've never used them and I don't own any			3	No	No	Never		Vaginal sex, Anal sex	No		2.71	none	Windows	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	50	1	
2/4/2015 15:44:57	Male	Sophomore	In a committed relationship	Yes	3-5 times per week	Once a day	A bedroom, A campus building, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Alcohol, Marijuana	Geology and Geological Engineering	Heterosexual	Dildo, Vibrator	No	Yes	Another Mines student, None of these	4	4	Used props, Role play, Had sex in a room where someone else was sleeping	I own and use them	No	Male condoms	5	No	No	Never	No	Vaginal sex, Anal sex	No		2.75	Golden City Brewery	Windows	Local coffee shops	More than once a week	No	2-3 times per month	Yes	In-State	200	2-5	1
2/4/2015 15:45:11	Male	Freshman	In a committed relationship			I have never masturbated			Never	No	No	Yes		Mechanical Engineering	Heterosexual					3			I've never used them and I don't own any			5	No	No	Never		Oral sex, Vaginal sex, Anal sex	No		2.76		Windows	At your house/dorm/apartment	Once a week	No	More than once a week	No	In-State	100	2-5	
2/4/2015 15:45:29	Male	Graduate Student	married...the best way!	Yes	3-5 times per week	Almost never	A bedroom, A shower/bathroom, In the woods! :)	I have never had a one night stand.	Never	No	No	No	None of these	Metallurgical and Materials Engineering	Heterosexual	None of these., Im not judging, but we don't need them. We are good just the way God made us.	No	No	My incredible wifey!	4		None of these.	I've never used them and I don't own any	No	Male condoms	5	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	No	Not to preach or anything, but the best ideas about sex come from the one who invented it...our creator, God. His way is the safest and most rewarding way. One man, one woman, one marriage, one life together, learning how to please each other. Don't you want a partner who cares for you unconditionally?	3.8	na	Mac OS	Arthur Lakes Library	Once a month	Yes	More than once a week	Yes	Out-of-State	800	2-5	1
2/4/2015 15:45:32	Male	Senior	In a committed relationship	Yes	1-2 times per week	A few times a week	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a week	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	Handcuffs	No	No	A student from another college	5	2	Used props, Anal sex	I've never used them and I don't own any	No	Oral birth control	4	No	No	Within the past year	No	Vaginal sex, Anal sex	Yes		3.6	Rock Rest Lodge	Windows	Marquez Hall	Once a week	Yes	More than once a week	Yes	In-State	300	2-5	1
2/4/2015 15:46:08	Male	Junior	Single	Yes	1-2 times per year (or when the stars align...)	A few times a week	A bedroom, A fraternity house, A campus building	I have never had a one night stand.	A few times a week	No	No	No	Alcohol, Marijuana	Civil and Environmental Engineering	Heterosexual	None of these.	No	Yes	Another Mines student, A student from another college	3	2	None of these.	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex	No		2.1	The Grizzly Rose	Windows	At your house/dorm/apartment	More than once a week	No	Once a week	No	In-State	900	1	3
2/4/2015 15:47:44	Male	Senior	Single	No	1-2 times per year (or when the stars align...)	More than once a day	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	Once a day	No	No	No	Alcohol	Mining Engineering	Heterosexual	None of these.		Yes	Another Mines student, A student from another college	3		Anal sex	I've never used them and I don't own any	No	Male condoms	2	No	No	Within the past year	No	Oral sex, Vaginal sex, Anal sex	No		2.6	Rock Rest Lodge	Windows	Brown Building	Once a week	Yes	More than once a week	Yes	Out-of-State	280	2-5	0
2/4/2015 15:47:49	Male	Graduate Student	In a committed relationship	Yes	1-2 times per month	A few times a week	A bedroom	I have never had a one night stand.	A few times a month	No	No	No	None of these	Geophysics	Heterosexual	Blindfold	No	Yes	A student from another college	3	4	Used props	I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex	No		3.5	I don't go to bars.	Windows	Green Center	More than once a week	Yes	More than once a week	Yes	In-State	200	2-5	1
  	Male	Junior	In a committed relationship	Yes	1-2 times per week	Once a day	A bedroom, A fraternity house	I have never had a one night stand.	Never	No	No	No	Marijuana	Petroleum Engineering	Heterosexual	None of these.	No	No	A student from another college	3		Had sex in a room where someone else was sleeping	I've never used them and I don't own any	No	Male condoms	5	No	No	Never	No	Vaginal sex, Anal sex	Yes		2.6		Windows	At your house/dorm/apartment	Once a month	No	Once a month	Yes	In-State	150	1	1
2/4/2015 15:48:34	Male	Junior	In a committed relationship			A few times a week			A few times a week	No	No	Yes		Mechanical Engineering	Heterosexual					4			I've never used them and I don't own any			5	No	No	Never		Vaginal sex, Anal sex	No	What is this for?	3.2	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	Out-of-State	400	None	
2/4/2015 15:48:44	Male	Junior	In a committed relationship	Yes	3-5 times per week	A few times a week	A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	No	No	No	Alcohol	Petroleum Engineering	Heterosexual	Ice, Wax	No	No	None of these	4	1	None of these.	I've never used them and I don't own any	Yes	An intrauterine device (IUD)	4	Yes	Yes	Within the past three months	No	Oral sex, Vaginal sex, Anal sex	No		3,3	Ace-Hi Tavern	Windows	Marquez Hall	Once a week	Yes	More than once a week	No	In-State	200	2-5	3
2/4/2015 15:48:50	Male	Freshman	Single	Yes	1-2 times per month	Once a day	An athletics field/stadium, A bedroom, A car, A shower/bathroom	Once a year (or when the stars align...)	A few times a week	Yes	Yes	No	Alcohol	Chemical and Biological Engineering	Heterosexual	Handcuffs	No	No	Another Mines student, A student from another college	2	3	Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	No	Male condoms	3	No	No	Never	No	Vaginal sex	Yes		3.23		Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	Yes	In-State	250	2-5	4
2/4/2015 15:49:22	Male	Freshman	In a committed relationship	Yes	Once a day	A few times a month	An athletics field/stadium, A bedroom, A car, A shower/bathroom	I have never had a one night stand.	A few times a month	Yes	No	No	Alcohol	Petroleum Engineering	Heterosexual		No	No	A student from another college	5	1	Role play, Had sex in a room where someone else was sleeping	I've never used them and I don't own any	Yes	Oral birth control	5	No	No	Never	No	Vaginal sex, Anal sex	Yes		3	Rock Rest Lodge	Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	500	More than 15	1
2/4/2015 15:49:33	Male	Junior	Single			Almost never			Almost never	No		Yes		Electrical Engineering and Computer Science	Heterosexual					3			I've never used them and I don't own any			2	No	No	Never		Vaginal sex, Anal sex	Yes		3	not a regular anywhere, been to a few of these once.	Windows	At your house/dorm/apartment	More than once a week	No	More than once a week	No	In-State	325	None	
2/4/2015 15:49:33	Male	Senior	In a committed relationship			A few times a week			Almost never	No	No	Yes		Mining Engineering	Heterosexual					5			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex, Audial sex (yeah, we don't know either...)	Yes		3.9		Windows	At your house/dorm/apartment	Once a week	Yes	2-3 times per month	Yes	In-State		2-5	
2/4/2015 15:49:40	Male	Senior	In a committed relationship	Yes	Once a day	Almost never	A bedroom, A car, A fraternity house, A campus building, A shower/bathroom, Club or Bar, South/North Table	Once a year (or when the stars align...)	A few times a month	No	Yes	No	Alcohol, Marijuana	Mechanical Engineering	Heterosexual	Handcuffs, Blindfold, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A Golden bartender or waiter	4	3	Used props, Role play, Had sex in a room where someone else was sleeping, Anal sex	I've never used them and I don't own any	Yes	Male condoms	5	No	No	Within the past three months	No	Vaginal sex, Anal sex	Yes		3.7	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a month	Yes	Almost never	Yes	In-State	300	2-5	4
2/4/2015 15:50:43	Male	Junior	Single			A few times a week			A few times a month	No	No	Yes		Chemical and Biological Engineering	Heterosexual					2			I own them but don't use them (...what?)			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		Not very good	None...?	Mac OS	At your house/dorm/apartment	Once a week	No	Almost never	Yes	In-State	300	2-5	
2/4/2015 15:50:58	Male	Senior	Single			A few times a week			A few times a week	No	No	Yes		Petroleum Engineering	Heterosexual					3			I've never used them and I don't own any			4	No	No	Never		Oral sex, Vaginal sex, Anal sex	Yes		2.88	Rock Rest Lodge	Windows	At your house/dorm/apartment	Once a month	Yes	2-3 times per month	No	Out-of-State	250	More than 15	
2/4/2015 15:51:22	Male	Senior	In a committed relationship	No	I am not sexually active.	A few times a month	A bedroom, A car	Once a year (or when the stars align...)	Almost never	Yes	No	No	Alcohol	Petroleum Engineering	Heterosexual	None of these.	No	No	Another Mines student	3	3	None of these.	I've used them, but don't own them.	No	Male condoms	2	No	No	Never	No	Oral sex, Vaginal sex, Anal sex	Yes		3.6	Golden City Brewery	Windows	Marquez Hall	Once a week	Yes	More than once a week	Yes	In-State	800	2-5	4
2/4/2015 15:51:42	Male	Graduate Student	In a committed relationship	Yes	3-5 times per week	More than once a day	An air plane, An athletics field/stadium, A bedroom, A car, A campus building, A shower/bathroom, Elevator	Once a year (or when the stars align...)	More than once a day	Yes	Yes	No	Alcohol, Prescription drugs (pain killers, etc)	Physics	Heterosexual	Whip(s), Dildo, Vibrator, Handcuffs, Blindfold, Anal Plug, Ice, Ben Wa Balls	No	No	A student from another college, A roommate, A coworker, A Golden bartender or waiter	5	1	Used props, Role play, Had sex in a room where someone else was sleeping, Anal sex	I own and use them	No	Oral birth control	4	No	No	A while ago...	No	Oral sex, Vaginal sex, Anal sex	No		3.9	Golden City Brewery	Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	Out-of-State	0	2-5	1
2/4/2015 15:51:43	Male	Junior	In a committed relationship	Yes	3-5 times per week	More than once a day	A bedroom, A car, A campus building, A shower/bathroom	Once a month	Once a week	Yes	Yes	No	Alcohol, Marijuana	Chemical and Biological Engineering	Heterosexual	Blindfold, Ice	No	No	Another Mines student, A student from another college, Someone in your department, A roommate	5	3	Threesome (or more...), Role play, Made a sex tape, Had sex in a room where someone else was sleeping, Used chatroulette for things not in the "terms of use..." In other words, broadcast a sex show., Anal sex	I own and use them	Yes	Oral birth control	4	No	No	Never	No	Vaginal sex, Anal sex	Yes		2.7	Barrels and Bottles	Windows	At your house/dorm/apartment	Once a month	No	More than once a week	No	Out-of-State	400	1	1
2/4/2015 15:51:44	Male	Freshman	Single			Once a day			Once a day	No	No	Yes		Mechanical Engineering	Heterosexual					2			I've never used them and I don't own any			1	No	No	Never		Oral sex, Vaginal sex, Anal sex	No				Mac OS	At your house/dorm/apartment	Once a week	No	More than once a week	No	Out-of-State	200	6-10	
2/4/2015 15:51:51	Male	Senior	Single			A few times a week			Almost never	No	No	Yes		Geophysics	Heterosexual					3			I've never used them and I don't own any			4	No	No	Within the past year		Vaginal sex, Anal sex	No		3.9	Cannonball Creek Brewery	Mac OS	Local coffee shops	Once a week	Yes	More than once a week	Yes	Out-of-State	400	2-5	
2/4/2015 15:52:13	Male	Senior	In a committed relationship	Yes	3-5 times per week	A few times a month	A bedroom, A car, A shower/bathroom	I have never had a one night stand.	Almost never	No	Yes	No	Alcohol	Metallurgical and Materials Engineering	Heterosexual	Dildo, Vibrator, Cock Ring, Handcuffs, Anal Plug, Ice, Ben Wa Balls	No	Yes	Another Mines student, A student from another college, A roommate, A coworker	4	3	Used props, Role play, Made a sex tape, Anal sex	I've used them, but don't own them.	No	Male condoms	4	No	No	Within the past six months	No	Oral sex, Vaginal sex, Anal sex	No				Windows	At your house/dorm/apartment	Once a month	Yes	More than once a week	Yes	In-State	35	More than 15	1
